TapahtumaID,Keskuksen nimi,Keskuksen perustamisvuosi,Hoitajan nimi,Eläin,Eläimen lempilelut1, Eläimen lempilelut2,Eläimen lempilelut3,Eläimen ikä,Toimenpide,Toimenpiteen pvm,Hoitajan palkka,Eläimen kiinniottopaikka,Kiinniottopvm,Eläimen laji,Keskuksen osoite
326,Tampereen pelastus,1918,Jaakko,Ecko,Köysi,,,2,Lääkkeen anto,4-10-1987,4724,Roskis,3-7-1990,Kissa,Tampereentie 5
327,Tampereen pelastus,1918,Lauri,Kaarlo,Tennispallo,Köysi,,10,Piikitys,19-12-1996,3436,Kauppakeskus,11-9-1991,Koira,Tampereentie 5
328,Raaseporin rescue,1983,Harju,Edgar,Köysi,Vinkulelu,Tennispallo,10,Leikkihetki,27-6-1977,4206,Katu,2-2-1997,Koira,Keskusta 2
329,Turun RescueKeskus,1904,Eevertti,Kadet,Vinkulelu,Köysi,Tennispallo,8,Lääkkeen anto,15-6-1997,1722,Katu,8-4-1989,Kissa,Pelastustie 4
330,Turun RescueKeskus,1904,Kaapo,Edgar,Köysi,,,4,Lääkkeen anto,4-6-1982,1785,Roskis,4-1-1999,Undulaatti,Pelastustie 4
331,Tampereen pelastus,1918,Jaakko,Kaabo,,,,9,Piikitys,28-1-1985,4724,Katu,2-7-1982,Kissa,Tampereentie 5
332,Tampereen pelastus,1918,Jaakko,Kadi,Vinkulelu,,,2,Piikitys,13-6-1982,1633,Roskis,6-3-1985,Koira,Tampereentie 5
333,Raaseporin rescue,1983,Olli,Eddi,Tennispallo,Köysi,Vinkulelu,3,Lääkkeen anto,7-11-1978,3197,Katu,4-12-1976,Koira,Keskusta 2
334,Tampereen pelastus,1918,Lauri,Kaarlo,Tennispallo,Köysi,,10,Piikitys,25-11-1991,3436,Kauppakeskus,11-9-1991,Koira,Tampereentie 5
335,Turun RescueKeskus,1904,Jaakko,Edgar,Köysi,,,4,Leikkihetki,12-8-1976,1422,Roskis,4-1-1999,Undulaatti,Pelastustie 4
336,Tampereen pelastus,1918,Matti,Ecco,,,,9,Leikkihetki,2-3-1987,2646,Roskis,7-9-1991,Undulaatti,Tampereentie 5
337,Raaseporin rescue,1983,Olli,Eddi,Tennispallo,Köysi,Vinkulelu,3,Tarkistus,3-10-1983,3197,Katu,4-12-1976,Koira,Keskusta 2
338,Tampereen pelastus,1918,Matti,Kafu,Tennispallo,Vinkulelu,Köysi,8,Piikitys,14-2-1970,2646,Roskis,18-9-1977,Kissa,Tampereentie 5
339,Raaseporin rescue,1983,Harju,Eddy,Tennispallo,Vinkulelu,,6,Lääkkeen anto,5-10-1985,4206,Kauppakeskus,13-8-1992,Undulaatti,Keskusta 2
340,Turun RescueKeskus,1904,Lauri,Eazy,Tennispallo,Vinkulelu,,1,Lääkkeen anto,24-10-1976,1662,Katu,9-3-1983,Undulaatti,Pelastustie 4
341,Tampereen pelastus,1918,Lauri,Kaasu,Vinkulelu,,,8,Leikkihetki,16-1-1998,3436,Roskis,24-12-1970,Koira,Tampereentie 5
342,Tampereen pelastus,1918,Matti,Edge,Köysi,Vinkulelu,,2,Lääkkeen anto,15-7-1970,2646,Sillanalus,14-5-2000,Koira,Tampereentie 5
343,Tampereen pelastus,1918,Ninni,Eddie,Tennispallo,Vinkulelu,Köysi,8,Lääkkeen anto,9-5-1996,4640,Sillanalus,12-2-1985,Koira,Tampereentie 5
344,Tampereen pelastus,1918,Jaakko,Edgar,Köysi,,,4,Lääkkeen anto,26-3-1974,4724,Roskis,4-1-1999,Undulaatti,Tampereentie 5
345,Turun RescueKeskus,1904,Kaapo,Ecco,,,,7,Piikitys,8-10-1981,1875,Roskis,22-10-1975,Undulaatti,Pelastustie 4
346,Turun RescueKeskus,1904,Lauri,Ecko,Tennispallo,,,2,Lääkkeen anto,25-4-1982,1662,Sillanalus,14-2-1993,Kissa,Pelastustie 4
347,Turun RescueKeskus,1904,Eevertti,Kadet,Vinkulelu,Köysi,Tennispallo,8,Tarkistus,18-3-1978,1722,Katu,8-4-1989,Kissa,Pelastustie 4
348,Turun RescueKeskus,1904,Kaapo,Edge,Vinkulelu,Tennispallo,Köysi,5,Leikkihetki,22-7-1974,1785,Roskis,28-11-1985,Undulaatti,Pelastustie 4
349,Tampereen pelastus,1918,Lauri,Eden,,,,5,Piikitys,13-6-1991,3436,Roskis,5-2-1981,Undulaatti,Tampereentie 5
350,Raaseporin rescue,1983,Untamo,Eazy,,,,1,Tarkistus,15-7-1999,3814,Roskis,15-2-1990,Koira,Keskusta 2
351,Raaseporin rescue,1983,Lauri,Kaapo,Vinkulelu,,,9,Lääkkeen anto,19-9-1976,2420,Sillanalus,7-2-1996,Koira,Keskusta 2
352,Raaseporin rescue,1983,Mirjami,Ecco,Tennispallo,,,4,Piikitys,7-1-1970,3111,,,Undulaatti,Keskusta 2
353,Tampereen pelastus,1918,Jaakko,Ecko,Köysi,,,2,Leikkihetki,19-4-1976,4724,Roskis,3-7-1990,Kissa,Tampereentie 5
354,Turun RescueKeskus,1904,Jaakko,Eddi,Köysi,,,5,Lääkkeen anto,2-7-1979,1422,Sillanalus,11-12-1999,Koira,Pelastustie 4
355,Raaseporin rescue,1983,Olli,Eddy,Tennispallo,Vinkulelu,,6,Lääkkeen anto,21-4-1976,3197,Kauppakeskus,13-8-1992,Undulaatti,Keskusta 2
356,Turun RescueKeskus,1904,Kaapo,Eddy,,,,10,Lääkkeen anto,8-10-1990,1875,Sillanalus,27-11-1995,Koira,Pelastustie 4
357,Raaseporin rescue,1983,Harju,Edgar,Köysi,Vinkulelu,Tennispallo,10,Piikitys,27-6-1980,4206,Katu,2-2-1997,Koira,Keskusta 2
358,Tampereen pelastus,1918,Matti,Ebony,Köysi,Vinkulelu,Tennispallo,8,Lääkkeen anto,13-2-1989,2646,Roskis,19-6-1988,Koira,Tampereentie 5
359,Tampereen pelastus,1918,Ninni,Eddy,Tennispallo,Vinkulelu,,6,Lääkkeen anto,7-3-1992,4640,Kauppakeskus,13-8-1992,Undulaatti,Tampereentie 5
360,Tampereen pelastus,1918,Lauri,Edge,Tennispallo,Köysi,Vinkulelu,4,Lääkkeen anto,16-7-1984,3436,Roskis,28-1-1996,Koira,Tampereentie 5
361,Raaseporin rescue,1983,Lauri,Kaarina,Köysi,,,8,Leikkihetki,1-7-1976,2420,Kauppakeskus,16-4-1986,Kissa,Keskusta 2
362,Tampereen pelastus,1918,Jaakko,Ecko,Köysi,,,2,Leikkihetki,27-6-1999,4724,Roskis,3-7-1990,Kissa,Tampereentie 5
363,Turun RescueKeskus,1904,Jaakko,Edgar,Köysi,,,4,Lääkkeen anto,28-3-1985,1422,Roskis,4-1-1999,Undulaatti,Pelastustie 4
364,Tampereen pelastus,1918,Jaakko,Kadi,,,,6,Tarkistus,1-12-1998,1633,,,Kissa,Tampereentie 5
365,Tampereen pelastus,1918,Ninni,Eddie,Tennispallo,Vinkulelu,Köysi,8,Leikkihetki,25-8-1986,4640,Sillanalus,12-2-1985,Koira,Tampereentie 5
366,Tampereen pelastus,1918,Ninni,Kaarlo,,,,2,Lääkkeen anto,25-9-1985,4640,Katu,4-1-1995,Koira,Tampereentie 5
367,Turun RescueKeskus,1904,Lauri,Ebony,Köysi,Vinkulelu,Tennispallo,8,Lääkkeen anto,13-2-1989,1662,Roskis,19-6-1988,Koira,Pelastustie 4
368,Tampereen pelastus,1918,Ninni,Kafu,Vinkulelu,Tennispallo,Köysi,3,Tarkistus,20-4-1982,4640,Sillanalus,11-11-1997,Kissa,Tampereentie 5
369,Turun RescueKeskus,1904,Kaapo,Kaasu,Köysi,Vinkulelu,,4,Leikkihetki,11-11-1987,1785,Roskis,24-9-1977,Undulaatti,Pelastustie 4
370,Tampereen pelastus,1918,Jaakko,Kaapo,Vinkulelu,,,9,Lääkkeen anto,11-3-1990,1633,Sillanalus,7-2-1996,Koira,Tampereentie 5
371,Tampereen pelastus,1918,Jaakko,Kaasu,Vinkulelu,,,8,Leikkihetki,12-7-1980,4724,Roskis,24-12-1970,Koira,Tampereentie 5
372,Turun RescueKeskus,1904,Jaakko,Eddy,Tennispallo,Köysi,Vinkulelu,9,Tarkistus,1-8-1974,1422,Katu,4-10-1970,Kissa,Pelastustie 4
373,Tampereen pelastus,1918,Jaakko,Kadi,,,,6,Lääkkeen anto,4-8-1994,1633,,,Kissa,Tampereentie 5
374,Turun RescueKeskus,1904,Kaapo,Edgar,Köysi,,,4,Tarkistus,7-3-1998,1785,Roskis,4-1-1999,Undulaatti,Pelastustie 4
375,Raaseporin rescue,1983,Mirjami,Ebba,Köysi,Tennispallo,,3,Piikitys,14-10-1997,3111,Kauppakeskus,19-3-1990,Kissa,Keskusta 2
